,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
4918,ø,H,g,øg-H,1,1,1,fronting,43,1,0.7827462553977966,0.00026977097149938345
4919,ɯ,H,g,ɯg-H,0,0,1,fronting,43,1,0.8429271578788757,0.00033931416692212224
4920,i,L,g,ig-L,1,0,1,fronting,43,1,0.663004994392395,0.0002350946597289294
4921,a,L,g,ag-L,0,0,0,fronting,43,1,1.542607307434082,0.0016575087793171406
4922,e,L,g,eg-L,1,0,0,fronting,43,1,0.7960105538368225,0.00036568273208104074
4923,o,L,g,og-L,0,1,1,fronting,43,1,0.9139555096626282,7.08641528035514e-05
4924,u,L,g,ug-L,0,1,1,fronting,43,1,0.8330026268959045,0.0001256278483197093
4925,y,L,g,yg-L,1,1,1,fronting,43,1,0.667026698589325,0.00028022535843774676
4926,ø,L,g,øg-L,1,1,1,fronting,43,1,0.7863864898681641,0.0005190721713006496
4927,ɯ,L,g,ɯg-L,0,0,1,fronting,43,1,0.8468501567840576,8.492524648318067e-05
4928,i,H,d,id-H,1,0,1,fronting,43,1,0.3345679044723511,8.883966802386567e-05
4929,a,H,d,ad-H,0,0,0,fronting,43,1,0.5728124380111694,6.0988189943600446e-05
4930,e,H,d,ed-H,1,0,0,fronting,43,1,0.3447461724281311,1.3911960195400752e-05
4931,o,H,d,od-H,0,1,1,fronting,43,1,0.5037540197372437,0.0001668790209805593
4932,u,H,d,ud-H,0,1,1,fronting,43,1,0.565929651260376,8.566187898395583e-05
4933,y,H,d,yd-H,1,1,1,fronting,43,1,0.3407834470272064,8.95165212568827e-05
4934,ø,H,d,ød-H,1,1,1,fronting,43,1,0.33427518606185913,3.207631016266532e-05
4935,ɯ,H,d,ɯd-H,0,0,1,fronting,43,1,0.5764802098274231,0.00011596509284572676
4936,i,L,d,id-L,1,0,1,fronting,43,1,0.3332279324531555,6.25058964942582e-05
4937,a,L,d,ad-L,0,0,0,fronting,43,1,0.5606536269187927,0.00017067980661522597
4938,e,L,d,ed-L,1,0,0,fronting,43,1,0.3389526605606079,0.0002726927341427654
4939,o,L,d,od-L,0,1,1,fronting,43,1,0.5002335906028748,0.0002295943268109113
4940,u,L,d,ud-L,0,1,1,fronting,43,1,0.5678926110267639,0.00033444754080846906
4941,y,L,d,yd-L,1,1,1,fronting,43,1,0.3396703004837036,4.113087561563589e-05
4942,ø,L,d,ød-L,1,1,1,fronting,43,1,0.3284958302974701,0.0004977639764547348
4943,ɯ,L,d,ɯd-L,0,0,1,fronting,43,1,0.578267514705658,0.0003466580237727612
4944,i,H,b,ib-H,1,0,1,fronting,44,1,0.24758484959602356,1.8660484784049913e-05
4945,a,H,b,ab-H,0,0,0,fronting,44,1,0.4884485900402069,0.0015229403506964445
4946,e,H,b,eb-H,1,0,0,fronting,44,1,0.2094709426164627,0.0003140924090985209
4947,o,H,b,ob-H,0,1,1,fronting,44,1,0.4892030358314514,0.00013208543532527983
4948,u,H,b,ub-H,0,1,1,fronting,44,1,0.604520857334137,0.00045323913218453526
4949,y,H,b,yb-H,1,1,1,fronting,44,1,0.2711493670940399,0.00013747949560638517
4950,ø,H,b,øb-H,1,1,1,fronting,44,1,0.22733527421951294,0.00028786255279555917
4951,ɯ,H,b,ɯb-H,0,0,1,fronting,44,1,0.589974582195282,0.0004246829776093364
4952,i,L,b,ib-L,1,0,1,fronting,44,1,0.29021143913269043,5.435044295154512e-05
4953,a,L,b,ab-L,0,0,0,fronting,44,1,0.6389047503471375,0.0010107194539159536
4954,e,L,b,eb-L,1,0,0,fronting,44,1,0.23696312308311462,1.6885991499293596e-05
4955,o,L,b,ob-L,0,1,1,fronting,44,1,0.5690489411354065,0.0005163965979591012
4956,u,L,b,ub-L,0,1,1,fronting,44,1,0.6895964741706848,0.0001661283167777583
4957,y,L,b,yb-L,1,1,1,fronting,44,1,0.3221849799156189,0.0003769738832488656
4958,ø,L,b,øb-L,1,1,1,fronting,44,1,0.25947365164756775,4.013923171442002e-05
4959,ɯ,L,b,ɯb-L,0,0,1,fronting,44,1,0.6761729717254639,0.00017257986473850906
4960,i,H,g,ig-H,1,0,1,fronting,44,1,0.2873757779598236,0.0004495725152082741
4961,a,H,g,ag-H,0,0,0,fronting,44,1,0.9438011050224304,0.000716426526196301
4962,e,H,g,eg-H,1,0,0,fronting,44,1,0.32354605197906494,0.00047561153769493103
4963,o,H,g,og-H,0,1,1,fronting,44,1,0.5120558142662048,0.0009114601998589933
4964,u,H,g,ug-H,0,1,1,fronting,44,1,0.4539971649646759,0.000637194374576211
4965,y,H,g,yg-H,1,1,1,fronting,44,1,0.2736769914627075,0.0006380886188708246
4966,ø,H,g,øg-H,1,1,1,fronting,44,1,0.3504350185394287,0.0006488353246822953
4967,ɯ,H,g,ɯg-H,0,0,1,fronting,44,1,0.4489549994468689,0.0008470080210827291
4968,i,L,g,ig-L,1,0,1,fronting,44,1,0.3251069188117981,0.00015438988339155912
4969,a,L,g,ag-L,0,0,0,fronting,44,1,0.9772214293479919,0.00013365113409236073
4970,e,L,g,eg-L,1,0,0,fronting,44,1,0.3274449110031128,0.002253695158287883
4971,o,L,g,og-L,0,1,1,fronting,44,1,0.5707507133483887,0.000711931730620563
4972,u,L,g,ug-L,0,1,1,fronting,44,1,0.5193273425102234,0.00016040024638641626
4973,y,L,g,yg-L,1,1,1,fronting,44,1,0.3130088746547699,0.00015873622032813728
4974,ø,L,g,øg-L,1,1,1,fronting,44,1,0.3532959818840027,0.0027366308495402336
4975,ɯ,L,g,ɯg-L,0,0,1,fronting,44,1,0.514157235622406,0.0001213207287946716
4976,i,H,d,id-H,1,0,1,fronting,44,1,0.2413446605205536,0.00012442117440514266
4977,a,H,d,ad-H,0,0,0,fronting,44,1,0.5283523201942444,0.0012853537918999791
4978,e,H,d,ed-H,1,0,0,fronting,44,1,0.2291041910648346,0.0003219348145648837
4979,o,H,d,od-H,0,1,1,fronting,44,1,0.5232828259468079,0.00012688075366895646
4980,u,H,d,ud-H,0,1,1,fronting,44,1,0.6029064655303955,0.0002565566392149776
4981,y,H,d,yd-H,1,1,1,fronting,44,1,0.24953769147396088,0.00020511112234089524
4982,ø,H,d,ød-H,1,1,1,fronting,44,1,0.2232014685869217,0.00012553563283290714
4983,ɯ,H,d,ɯd-H,0,0,1,fronting,44,1,0.5928468704223633,0.00017616854165680707
4984,i,L,d,id-L,1,0,1,fronting,44,1,0.2829425036907196,0.00012651186261791736
4985,a,L,d,ad-L,0,0,0,fronting,44,1,0.683204174041748,0.0014178748242557049
4986,e,L,d,ed-L,1,0,0,fronting,44,1,0.26401180028915405,0.00014427537098526955
4987,o,L,d,od-L,0,1,1,fronting,44,1,0.6027753949165344,0.0012352997437119484
4988,u,L,d,ud-L,0,1,1,fronting,44,1,0.6850811839103699,0.0001785964414011687
4989,y,L,d,yd-L,1,1,1,fronting,44,1,0.2930085062980652,0.00026473423349671066
4990,ø,L,d,ød-L,1,1,1,fronting,44,1,0.2563627064228058,2.929758011305239e-05
4991,ɯ,L,d,ɯd-L,0,0,1,fronting,44,1,0.6752427220344543,0.0002732723078224808
4992,i,H,b,ib-H,1,0,1,fronting,45,1,0.04537704959511757,3.740386091521941e-05
4993,a,H,b,ab-H,0,0,0,fronting,45,1,0.02427702583372593,5.344479632185539e-06
4994,e,H,b,eb-H,1,0,0,fronting,45,1,0.05474349111318588,0.0011821959633380175
4995,o,H,b,ob-H,0,1,1,fronting,45,1,0.06261558830738068,0.00024750400916673243
4996,u,H,b,ub-H,0,1,1,fronting,45,1,0.08934765309095383,0.00011422291572671384
4997,y,H,b,yb-H,1,1,1,fronting,45,1,0.08491412550210953,2.8929451218573377e-05
4998,ø,H,b,øb-H,1,1,1,fronting,45,1,0.060284022241830826,0.0010354241821914911
4999,ɯ,H,b,ɯb-H,0,0,1,fronting,45,1,0.09529583156108856,2.2976124455453828e-05
5000,i,L,b,ib-L,1,0,1,fronting,45,1,0.07848624140024185,0.0001487570407334715
5001,a,L,b,ab-L,0,0,0,fronting,45,1,0.11981413513422012,0.00014108886534813792
5002,e,L,b,eb-L,1,0,0,fronting,45,1,0.11309237033128738,0.0005841060192324221
5003,o,L,b,ob-L,0,1,1,fronting,45,1,0.13901539146900177,0.0004485337994992733
5004,u,L,b,ub-L,0,1,1,fronting,45,1,0.13782905042171478,5.609874278889038e-05
5005,y,L,b,yb-L,1,1,1,fronting,45,1,0.13811689615249634,6.422773003578186e-05
5006,ø,L,b,øb-L,1,1,1,fronting,45,1,0.11718450486660004,0.0006000648136250675
5007,ɯ,L,b,ɯb-L,0,0,1,fronting,45,1,0.14617155492305756,0.00016888705431483686
5008,i,H,g,ig-H,1,0,1,fronting,45,1,0.08534138649702072,0.00027557252906262875
5009,a,H,g,ag-H,0,0,0,fronting,45,1,0.055996086448431015,0.0003376617096364498
5010,e,H,g,eg-H,1,0,0,fronting,45,1,0.21107158064842224,0.0008112944196909666
5011,o,H,g,og-H,0,1,1,fronting,45,1,0.004163698293268681,0.00024278060300275683
5012,u,H,g,ug-H,0,1,1,fronting,45,1,0.013534079305827618,0.001286491984501481
5013,y,H,g,yg-H,1,1,1,fronting,45,1,0.077818363904953,0.0006737778312526643
5014,ø,H,g,øg-H,1,1,1,fronting,45,1,0.19279910624027252,0.0010589708108454943
5015,ɯ,H,g,ɯg-H,0,0,1,fronting,45,1,0.011142481118440628,0.00038875328027643263
5016,i,L,g,ig-L,1,0,1,fronting,45,1,0.10350356996059418,0.00014539297262672335
5017,a,L,g,ag-L,0,0,0,fronting,45,1,0.13418976962566376,0.00043873590766452253
5018,e,L,g,eg-L,1,0,0,fronting,45,1,0.2749568819999695,0.0008337119943462312
5019,o,L,g,og-L,0,1,1,fronting,45,1,0.005693142767995596,0.0005510055925697088
5020,u,L,g,ug-L,0,1,1,fronting,45,1,0.017338447272777557,0.0002961626450996846
5021,y,L,g,yg-L,1,1,1,fronting,45,1,0.0929316058754921,0.00010612659389153123
5022,ø,L,g,øg-L,1,1,1,fronting,45,1,0.260486900806427,0.0010652157943695784
5023,ɯ,L,g,ɯg-L,0,0,1,fronting,45,1,0.01498941145837307,0.0003358301182743162
5024,i,H,d,id-H,1,0,1,fronting,45,1,0.0832052230834961,4.9414556997362524e-05
5025,a,H,d,ad-H,0,0,0,fronting,45,1,0.028338437899947166,3.730730531970039e-05
5026,e,H,d,ed-H,1,0,0,fronting,45,1,0.049591828137636185,0.000850614916998893
5027,o,H,d,od-H,0,1,1,fronting,45,1,0.048410750925540924,0.0001276893453905359
5028,u,H,d,ud-H,0,1,1,fronting,45,1,0.06588854640722275,4.619047831511125e-05
5029,y,H,d,yd-H,1,1,1,fronting,45,1,0.058726903051137924,5.773961675004102e-05
5030,ø,H,d,ød-H,1,1,1,fronting,45,1,0.04848860949277878,0.0020377542823553085
5031,ɯ,H,d,ɯd-H,0,0,1,fronting,45,1,0.05396764352917671,3.4560882340883836e-05
5032,i,L,d,id-L,1,0,1,fronting,45,1,0.12904131412506104,5.6685668823774904e-05
5033,a,L,d,ad-L,0,0,0,fronting,45,1,0.12748223543167114,0.00029447529232129455
5034,e,L,d,ed-L,1,0,0,fronting,45,1,0.09540802240371704,0.0008090495830401778
5035,o,L,d,od-L,0,1,1,fronting,45,1,0.10337032377719879,0.0006966383662074804
5036,u,L,d,ud-L,0,1,1,fronting,45,1,0.10109836608171463,0.00013809031224809587
5037,y,L,d,yd-L,1,1,1,fronting,45,1,0.0983518585562706,0.0002793821331579238
5038,ø,L,d,ød-L,1,1,1,fronting,45,1,0.09660034626722336,0.0015826316084712744
5039,ɯ,L,d,ɯd-L,0,0,1,fronting,45,1,0.0859789177775383,0.0003920923627447337
5040,i,H,b,ib-H,1,0,1,fronting,46,1,0.05960962921380997,0.00011480805551400408
5041,a,H,b,ab-H,0,0,0,fronting,46,1,0.07440750300884247,0.0002939170808531344
5042,e,H,b,eb-H,1,0,0,fronting,46,1,0.04069956764578819,0.0002567762858234346
5043,o,H,b,ob-H,0,1,1,fronting,46,1,0.20370317995548248,0.00021956354612484574
5044,u,H,b,ub-H,0,1,1,fronting,46,1,0.21941973268985748,8.772275759838521e-05
5045,y,H,b,yb-H,1,1,1,fronting,46,1,0.05270335450768471,9.052587120095268e-05
5046,ø,H,b,øb-H,1,1,1,fronting,46,1,0.04313312843441963,0.000262203422607854
5047,ɯ,H,b,ɯb-H,0,0,1,fronting,46,1,0.2804226577281952,0.00012687707203440368
5048,i,L,b,ib-L,1,0,1,fronting,46,1,0.10188499093055725,4.2879739339696243e-05
5049,a,L,b,ab-L,0,0,0,fronting,46,1,0.28954753279685974,0.00018567896040622145
5050,e,L,b,eb-L,1,0,0,fronting,46,1,0.07705436646938324,0.00010564120020717382
5051,o,L,b,ob-L,0,1,1,fronting,46,1,0.3790130913257599,0.0012493187095969915
5052,u,L,b,ub-L,0,1,1,fronting,46,1,0.3493507206439972,0.0005006868741475046
5053,y,L,b,yb-L,1,1,1,fronting,46,1,0.08985062688589096,1.7380045392201282e-05
5054,ø,L,b,øb-L,1,1,1,fronting,46,1,0.08377347141504288,0.00015851839270908386
5055,ɯ,L,b,ɯb-L,0,0,1,fronting,46,1,0.43908169865608215,0.0005441335961222649
5056,i,H,g,ig-H,1,0,1,fronting,46,1,0.08055873960256577,0.0002658895100466907
5057,a,H,g,ag-H,0,0,0,fronting,46,1,0.020577609539031982,0.003876705188304186
5058,e,H,g,eg-H,1,0,0,fronting,46,1,0.04243210703134537,0.0006901914603076875
5059,o,H,g,og-H,0,1,1,fronting,46,1,0.06543127447366714,0.0010539805516600609
5060,u,H,g,ug-H,0,1,1,fronting,46,1,0.12118983268737793,0.001766951521858573
5061,y,H,g,yg-H,1,1,1,fronting,46,1,0.11073540151119232,0.00032471271697431803
5062,ø,H,g,øg-H,1,1,1,fronting,46,1,0.039786446839571,0.000637977325823158
5063,ɯ,H,g,ɯg-H,0,0,1,fronting,46,1,0.09264581650495529,0.0014474643394351006
5064,i,L,g,ig-L,1,0,1,fronting,46,1,0.10681258887052536,0.0003821717400569469
5065,a,L,g,ag-L,0,0,0,fronting,46,1,0.037101391702890396,0.0035259334836155176
5066,e,L,g,eg-L,1,0,0,fronting,46,1,0.06169470399618149,0.000989110441878438
5067,o,L,g,og-L,0,1,1,fronting,46,1,0.09869410842657089,0.0011988686164841056
5068,u,L,g,ug-L,0,1,1,fronting,46,1,0.15895992517471313,0.0020192142110317945
5069,y,L,g,yg-L,1,1,1,fronting,46,1,0.1495588719844818,0.00045794289326295257
5070,ø,L,g,øg-L,1,1,1,fronting,46,1,0.059108443558216095,0.0009346866863779724
5071,ɯ,L,g,ɯg-L,0,0,1,fronting,46,1,0.12052855640649796,0.0013441926566883922
5072,i,H,d,id-H,1,0,1,fronting,46,1,0.06869200617074966,6.816292443545535e-05
5073,a,H,d,ad-H,0,0,0,fronting,46,1,0.08059656620025635,0.00032163254218176007
5074,e,H,d,ed-H,1,0,0,fronting,46,1,0.03726569935679436,0.00038354628486558795
5075,o,H,d,od-H,0,1,1,fronting,46,1,0.19133025407791138,0.0001952100865310058
5076,u,H,d,ud-H,0,1,1,fronting,46,1,0.29879942536354065,0.0003198700724169612
5077,y,H,d,yd-H,1,1,1,fronting,46,1,0.05862809717655182,8.458914089715108e-05
5078,ø,H,d,ød-H,1,1,1,fronting,46,1,0.030557068064808846,0.0004322099848650396
5079,ɯ,H,d,ɯd-H,0,0,1,fronting,46,1,0.3267786204814911,0.0005284667131491005
5080,i,L,d,id-L,1,0,1,fronting,46,1,0.12121850252151489,5.5684477047179826e-06
5081,a,L,d,ad-L,0,0,0,fronting,46,1,0.287933886051178,5.5134300055215135e-05
5082,e,L,d,ed-L,1,0,0,fronting,46,1,0.07415512204170227,0.00010626806761138141
5083,o,L,d,od-L,0,1,1,fronting,46,1,0.35913148522377014,0.001114807091653347
5084,u,L,d,ud-L,0,1,1,fronting,46,1,0.46069666743278503,0.0011689282255247235
5085,y,L,d,yd-L,1,1,1,fronting,46,1,0.09312646836042404,0.00012796727241948247
5086,ø,L,d,ød-L,1,1,1,fronting,46,1,0.06129119545221329,0.00016713961667846888
5087,ɯ,L,d,ɯd-L,0,0,1,fronting,46,1,0.4879705607891083,0.0014054443454369903
5088,i,H,b,ib-H,1,0,1,fronting,47,1,0.11914821714162827,0.0003189027193002403
5089,a,H,b,ab-H,0,0,0,fronting,47,1,0.23255965113639832,0.0027096294797956944
5090,e,H,b,eb-H,1,0,0,fronting,47,1,0.11933383345603943,0.0006779793184250593
5091,o,H,b,ob-H,0,1,1,fronting,47,1,0.31047913432121277,0.0006590709090232849
5092,u,H,b,ub-H,0,1,1,fronting,47,1,0.3992725908756256,0.0001331255625700578
5093,y,H,b,yb-H,1,1,1,fronting,47,1,0.14755555987358093,0.0002609676157590002
5094,ø,H,b,øb-H,1,1,1,fronting,47,1,0.07816208899021149,0.0005577517440542579
5095,ɯ,H,b,ɯb-H,0,0,1,fronting,47,1,0.36492395401000977,0.0001258303818758577
5096,i,L,b,ib-L,1,0,1,fronting,47,1,0.19167354702949524,2.6993788196705282e-05
5097,a,L,b,ab-L,0,0,0,fronting,47,1,0.4019867181777954,0.00045129956561140716
5098,e,L,b,eb-L,1,0,0,fronting,47,1,0.21170085668563843,0.00011673325207084417
5099,o,L,b,ob-L,0,1,1,fronting,47,1,0.39237621426582336,2.1471425498020835e-05
5100,u,L,b,ub-L,0,1,1,fronting,47,1,0.4514220058917999,4.6305631258292124e-05
5101,y,L,b,yb-L,1,1,1,fronting,47,1,0.22566787898540497,4.449425978236832e-05
5102,ø,L,b,øb-L,1,1,1,fronting,47,1,0.15565672516822815,7.503715460188687e-05
5103,ɯ,L,b,ɯb-L,0,0,1,fronting,47,1,0.420946329832077,6.670372385997325e-05
5104,i,H,g,ig-H,1,0,1,fronting,47,1,0.24644263088703156,1.334604894509539e-05
5105,a,H,g,ag-H,0,0,0,fronting,47,1,0.23562856018543243,0.0003095308202318847
5106,e,H,g,eg-H,1,0,0,fronting,47,1,0.16122135519981384,0.0004438228497747332
5107,o,H,g,og-H,0,1,1,fronting,47,1,0.32681384682655334,0.0005807284032925963
5108,u,H,g,ug-H,0,1,1,fronting,47,1,0.42524734139442444,0.0012496626004576683
5109,y,H,g,yg-H,1,1,1,fronting,47,1,0.21577772498130798,1.230378620675765e-05
5110,ø,H,g,øg-H,1,1,1,fronting,47,1,0.19898195564746857,0.0002962989965453744
5111,ɯ,H,g,ɯg-H,0,0,1,fronting,47,1,0.4200041890144348,0.0018057337729260325
5112,i,L,g,ig-L,1,0,1,fronting,47,1,0.33317700028419495,0.0003237437049392611
5113,a,L,g,ag-L,0,0,0,fronting,47,1,0.2646455466747284,0.00026338413590565324
5114,e,L,g,eg-L,1,0,0,fronting,47,1,0.21251633763313293,0.0013706331374123693
5115,o,L,g,og-L,0,1,1,fronting,47,1,0.3596416115760803,0.00035009661223739386
5116,u,L,g,ug-L,0,1,1,fronting,47,1,0.45777270197868347,0.0008698503952473402
5117,y,L,g,yg-L,1,1,1,fronting,47,1,0.29296213388442993,0.00039312703302130103
5118,ø,L,g,øg-L,1,1,1,fronting,47,1,0.25830668210983276,0.0011155876563861966
5119,ɯ,L,g,ɯg-L,0,0,1,fronting,47,1,0.4497796595096588,0.0011985376477241516
5120,i,H,d,id-H,1,0,1,fronting,47,1,0.1247725561261177,0.0001889837731141597
5121,a,H,d,ad-H,0,0,0,fronting,47,1,0.2277786284685135,0.00233751954510808
5122,e,H,d,ed-H,1,0,0,fronting,47,1,0.10787409543991089,0.0007057607872411609
5123,o,H,d,od-H,0,1,1,fronting,47,1,0.3927386999130249,0.00023258662258740515
5124,u,H,d,ud-H,0,1,1,fronting,47,1,0.4346437156200409,7.87933386163786e-05
5125,y,H,d,yd-H,1,1,1,fronting,47,1,0.13378223776817322,0.00035264910547994077
5126,ø,H,d,ød-H,1,1,1,fronting,47,1,0.12479882687330246,0.0005606457707472146
5127,ɯ,H,d,ɯd-H,0,0,1,fronting,47,1,0.3535766899585724,8.77988259162521e-06
5128,i,L,d,id-L,1,0,1,fronting,47,1,0.2147708237171173,2.224549461971037e-05
5129,a,L,d,ad-L,0,0,0,fronting,47,1,0.37745049595832825,0.0002809867437463254
5130,e,L,d,ed-L,1,0,0,fronting,47,1,0.19243033230304718,0.0001326812052866444
5131,o,L,d,od-L,0,1,1,fronting,47,1,0.4721697270870209,6.796495654270984e-06
5132,u,L,d,ud-L,0,1,1,fronting,47,1,0.4944971203804016,2.0400686480570585e-05
5133,y,L,d,yd-L,1,1,1,fronting,47,1,0.21190737187862396,1.1337962860125117e-05
5134,ø,L,d,ød-L,1,1,1,fronting,47,1,0.21604757010936737,0.0001045972021529451
5135,ɯ,L,d,ɯd-L,0,0,1,fronting,47,1,0.4039025902748108,2.2864896891405806e-05
5136,i,H,b,ib-H,1,0,1,fronting,48,1,0.04696960002183914,0.0005979357520118356
5137,a,H,b,ab-H,0,0,0,fronting,48,1,0.1317642629146576,0.002164064906537533
5138,e,H,b,eb-H,1,0,0,fronting,48,1,0.028559090569615364,0.0006484090117737651
5139,o,H,b,ob-H,0,1,1,fronting,48,1,0.3015338182449341,0.000839491724036634
5140,u,H,b,ub-H,0,1,1,fronting,48,1,0.37063392996788025,0.0005705820512957871
5141,y,H,b,yb-H,1,1,1,fronting,48,1,0.04222256317734718,0.0005426834104582667
5142,ø,H,b,øb-H,1,1,1,fronting,48,1,0.0297918152064085,0.00047997094225138426
5143,ɯ,H,b,ɯb-H,0,0,1,fronting,48,1,0.3707866370677948,0.0010941115906462073
5144,i,L,b,ib-L,1,0,1,fronting,48,1,0.08870887756347656,0.000505546573549509
5145,a,L,b,ab-L,0,0,0,fronting,48,1,0.26574718952178955,0.0003557882155291736
5146,e,L,b,eb-L,1,0,0,fronting,48,1,0.05036140978336334,5.913164386583958e-06
5147,o,L,b,ob-L,0,1,1,fronting,48,1,0.3993392288684845,0.0005096431123092771
5148,u,L,b,ub-L,0,1,1,fronting,48,1,0.49077481031417847,8.414034709858242e-06
5149,y,L,b,yb-L,1,1,1,fronting,48,1,0.07870286703109741,0.00034101653727702796
5150,ø,L,b,øb-L,1,1,1,fronting,48,1,0.05277274549007416,3.4127369872294366e-05
5151,ɯ,L,b,ɯb-L,0,0,1,fronting,48,1,0.4909970760345459,0.0003899673174601048
5152,i,H,g,ig-H,1,0,1,fronting,48,1,0.12182492762804031,0.00013167916040401906
5153,a,H,g,ag-H,0,0,0,fronting,48,1,0.6923555731773376,0.000832760299090296
5154,e,H,g,eg-H,1,0,0,fronting,48,1,0.14419622719287872,0.0005507988971658051
5155,o,H,g,og-H,0,1,1,fronting,48,1,0.5361003875732422,0.0016910308040678501
5156,u,H,g,ug-H,0,1,1,fronting,48,1,0.5213379263877869,0.0006976687582209706
5157,y,H,g,yg-H,1,1,1,fronting,48,1,0.14414262771606445,0.0001806145446607843
5158,ø,H,g,øg-H,1,1,1,fronting,48,1,0.15461185574531555,0.00013910364941693842
5159,ɯ,H,g,ɯg-H,0,0,1,fronting,48,1,0.5079771876335144,0.0007505106623284519
5160,i,L,g,ig-L,1,0,1,fronting,48,1,0.1832081377506256,0.001070230035111308
5161,a,L,g,ag-L,0,0,0,fronting,48,1,0.8018686771392822,0.0008881236426532269
5162,e,L,g,eg-L,1,0,0,fronting,48,1,0.18647363781929016,0.002568859839811921
5163,o,L,g,og-L,0,1,1,fronting,48,1,0.6452128291130066,0.0027929716743528843
5164,u,L,g,ug-L,0,1,1,fronting,48,1,0.6602287292480469,0.0023663369938731194
5165,y,L,g,yg-L,1,1,1,fronting,48,1,0.2064390480518341,0.001278437557630241
5166,ø,L,g,øg-L,1,1,1,fronting,48,1,0.1989903599023819,0.001275830203667283
5167,ɯ,L,g,ɯg-L,0,0,1,fronting,48,1,0.6443547010421753,0.0027292349841445684
5168,i,H,d,id-H,1,0,1,fronting,48,1,0.06468825042247772,0.00030602081096731126
5169,a,H,d,ad-H,0,0,0,fronting,48,1,0.15526090562343597,0.0011212140088900924
5170,e,H,d,ed-H,1,0,0,fronting,48,1,0.03343270346522331,0.0006550773396156728
5171,o,H,d,od-H,0,1,1,fronting,48,1,0.28689709305763245,0.0012022105511277914
5172,u,H,d,ud-H,0,1,1,fronting,48,1,0.37363162636756897,0.0006761421100236475
5173,y,H,d,yd-H,1,1,1,fronting,48,1,0.0398869588971138,0.0005251824040897191
5174,ø,H,d,ød-H,1,1,1,fronting,48,1,0.028244875371456146,0.0005695736617781222
5175,ɯ,H,d,ɯd-H,0,0,1,fronting,48,1,0.3978728652000427,0.0005165062611922622
5176,i,L,d,id-L,1,0,1,fronting,48,1,0.11323713511228561,7.708623161306605e-05
5177,a,L,d,ad-L,0,0,0,fronting,48,1,0.2930331826210022,0.000938562850933522
5178,e,L,d,ed-L,1,0,0,fronting,48,1,0.059154171496629715,4.6535446017514914e-05
5179,o,L,d,od-L,0,1,1,fronting,48,1,0.3856618404388428,0.0007560545345768332
5180,u,L,d,ud-L,0,1,1,fronting,48,1,0.48607805371284485,0.0001898829359561205
5181,y,L,d,yd-L,1,1,1,fronting,48,1,0.07764135301113129,0.0006195934256538749
5182,ø,L,d,ød-L,1,1,1,fronting,48,1,0.04893859475851059,2.6417204935569316e-05
5183,ɯ,L,d,ɯd-L,0,0,1,fronting,48,1,0.5302534699440002,5.658087502524722e-06
5184,i,H,b,ib-H,1,0,1,fronting,49,1,0.11315181106328964,0.0006352997152134776
5185,a,H,b,ab-H,0,0,0,fronting,49,1,0.07887650281190872,0.00013283583393786103
5186,e,H,b,eb-H,1,0,0,fronting,49,1,0.0919160395860672,0.0011928633321076632
5187,o,H,b,ob-H,0,1,1,fronting,49,1,0.12431395798921585,0.0005580599536187947
5188,u,H,b,ub-H,0,1,1,fronting,49,1,0.2172672301530838,0.00012168117973487824
5189,y,H,b,yb-H,1,1,1,fronting,49,1,0.12373457103967667,0.0002812170423567295
5190,ø,H,b,øb-H,1,1,1,fronting,49,1,0.11611490696668625,0.0009303991682827473
5191,ɯ,H,b,ɯb-H,0,0,1,fronting,49,1,0.21082603931427002,0.00016862983466126025
5192,i,L,b,ib-L,1,0,1,fronting,49,1,0.12838658690452576,0.00014155816461425275
5193,a,L,b,ab-L,0,0,0,fronting,49,1,0.33002498745918274,0.00017560103151481599
5194,e,L,b,eb-L,1,0,0,fronting,49,1,0.11696090549230576,8.560816786484793e-05
5195,o,L,b,ob-L,0,1,1,fronting,49,1,0.1720966100692749,0.00024164124624803662
5196,u,L,b,ub-L,0,1,1,fronting,49,1,0.2691577672958374,6.69370056129992e-05
5197,y,L,b,yb-L,1,1,1,fronting,49,1,0.13892507553100586,0.0005169769865460694
5198,ø,L,b,øb-L,1,1,1,fronting,49,1,0.14514701068401337,9.040263830684125e-05
5199,ɯ,L,b,ɯb-L,0,0,1,fronting,49,1,0.2677640914916992,2.9228995117591694e-05
5200,i,H,g,ig-H,1,0,1,fronting,49,1,0.05934414640069008,8.896202780306339e-05
5201,a,H,g,ag-H,0,0,0,fronting,49,1,0.15398092567920685,0.00021974442643113434
5202,e,H,g,eg-H,1,0,0,fronting,49,1,0.13018938899040222,0.0009222496300935745
5203,o,H,g,og-H,0,1,1,fronting,49,1,0.3352110981941223,0.00046488025691360235
5204,u,H,g,ug-H,0,1,1,fronting,49,1,0.2948386073112488,0.001113228965550661
5205,y,H,g,yg-H,1,1,1,fronting,49,1,0.0539102666079998,0.00025440839817747474
5206,ø,H,g,øg-H,1,1,1,fronting,49,1,0.10023228079080582,0.0006003697635605931
5207,ɯ,H,g,ɯg-H,0,0,1,fronting,49,1,0.29826679825782776,0.0008608982898294926
5208,i,L,g,ig-L,1,0,1,fronting,49,1,0.05083605647087097,0.00028958197799511254
5209,a,L,g,ag-L,0,0,0,fronting,49,1,0.30234864354133606,0.0010509974090382457
