,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
4204,u,L,g,ug-L,0,1,1,round_and_front,28,1,0.5419537425041199,0.0032723743934184313
4205,y,L,g,yg-L,1,1,1,round_and_front,28,1,0.6854875683784485,0.01634903810918331
4206,ø,L,g,øg-L,1,1,1,round_and_front,28,1,0.7272318005561829,0.009945124387741089
4207,ɯ,L,g,ɯg-L,0,0,1,round_and_front,28,1,0.695025622844696,0.01963014341890812
4208,i,H,d,id-H,1,0,1,round_and_front,28,1,0.5541638731956482,0.018198737874627113
4209,a,H,d,ad-H,0,0,0,round_and_front,28,1,0.638083279132843,0.022086163982748985
4210,e,H,d,ed-H,1,0,0,round_and_front,28,1,0.6674773693084717,0.021423110738396645
4211,o,H,d,od-H,0,1,1,round_and_front,28,1,0.3041168749332428,0.01776716113090515
4212,u,H,d,ud-H,0,1,1,round_and_front,28,1,0.2685401737689972,0.02590070106089115
4213,y,H,d,yd-H,1,1,1,round_and_front,28,1,0.4099574387073517,0.03479475900530815
4214,ø,H,d,ød-H,1,1,1,round_and_front,28,1,0.5031577944755554,0.044467877596616745
4215,ɯ,H,d,ɯd-H,0,0,1,round_and_front,28,1,0.4006389081478119,0.04287676885724068
4216,i,L,d,id-L,1,0,1,round_and_front,28,1,0.5423739552497864,0.04171477630734444
4217,a,L,d,ad-L,0,0,0,round_and_front,28,1,0.621843159198761,0.019490579143166542
4218,e,L,d,ed-L,1,0,0,round_and_front,28,1,0.6683615446090698,0.03264009952545166
4219,o,L,d,od-L,0,1,1,round_and_front,28,1,0.28847575187683105,0.01509054470807314
4220,u,L,d,ud-L,0,1,1,round_and_front,28,1,0.23913805186748505,0.013763248920440674
4221,y,L,d,yd-L,1,1,1,round_and_front,28,1,0.42634204030036926,0.011454532854259014
4222,ø,L,d,ød-L,1,1,1,round_and_front,28,1,0.5218609571456909,0.01500933337956667
4223,ɯ,L,d,ɯd-L,0,0,1,round_and_front,28,1,0.349088191986084,0.035554539412260056
4224,i,H,b,ib-H,1,0,1,round_and_front,29,1,1.06865656375885,0.020513057708740234
4225,a,H,b,ab-H,0,0,0,round_and_front,29,1,1.3515516519546509,0.019706806167960167
4226,e,H,b,eb-H,1,0,0,round_and_front,29,1,0.9898480772972107,0.022241314873099327
4227,o,H,b,ob-H,0,1,1,round_and_front,29,1,1.1002799272537231,0.03484846279025078
4228,u,H,b,ub-H,0,1,1,round_and_front,29,1,1.234386920928955,0.038512926548719406
4229,y,H,b,yb-H,1,1,1,round_and_front,29,1,0.9191439747810364,0.04275793954730034
4230,ø,H,b,øb-H,1,1,1,round_and_front,29,1,0.8866959810256958,0.044875968247652054
4231,ɯ,H,b,ɯb-H,0,0,1,round_and_front,29,1,1.3186882734298706,0.021738162264227867
4232,i,L,b,ib-L,1,0,1,round_and_front,29,1,1.0755091905593872,0.025138279423117638
4233,a,L,b,ab-L,0,0,0,round_and_front,29,1,1.3382763862609863,0.017798423767089844
4234,e,L,b,eb-L,1,0,0,round_and_front,29,1,0.9984686970710754,0.025283455848693848
4235,o,L,b,ob-L,0,1,1,round_and_front,29,1,1.1060631275177002,0.038598716259002686
4236,u,L,b,ub-L,0,1,1,round_and_front,29,1,1.2396395206451416,0.03787728026509285
4237,y,L,b,yb-L,1,1,1,round_and_front,29,1,0.9357263445854187,0.035179030150175095
4238,ø,L,b,øb-L,1,1,1,round_and_front,29,1,0.9041985869407654,0.04348621889948845
4239,ɯ,L,b,ɯb-L,0,0,1,round_and_front,29,1,1.3092632293701172,0.02298532985150814
4240,i,H,g,ig-H,1,0,1,round_and_front,29,1,0.47697147727012634,0.01951439119875431
4241,a,H,g,ag-H,0,0,0,round_and_front,29,1,0.9363700151443481,0.022535940632224083
4242,e,H,g,eg-H,1,0,0,round_and_front,29,1,0.5167393684387207,0.020635277032852173
4243,o,H,g,og-H,0,1,1,round_and_front,29,1,0.4730868935585022,0.03425053879618645
4244,u,H,g,ug-H,0,1,1,round_and_front,29,1,0.3625659644603729,0.0371503047645092
4245,y,H,g,yg-H,1,1,1,round_and_front,29,1,0.4077102839946747,0.03249712660908699
4246,ø,H,g,øg-H,1,1,1,round_and_front,29,1,0.468331515789032,0.02605217695236206
4247,ɯ,H,g,ɯg-H,0,0,1,round_and_front,29,1,0.7266644835472107,0.015736371278762817
4248,i,L,g,ig-L,1,0,1,round_and_front,29,1,0.4822497069835663,0.015731671825051308
4249,a,L,g,ag-L,0,0,0,round_and_front,29,1,0.885724663734436,0.012158413417637348
4250,e,L,g,eg-L,1,0,0,round_and_front,29,1,0.5134644508361816,0.012197385542094707
4251,o,L,g,og-L,0,1,1,round_and_front,29,1,0.4804497957229614,0.014972676523029804
4252,u,L,g,ug-L,0,1,1,round_and_front,29,1,0.37171274423599243,0.021798372268676758
4253,y,L,g,yg-L,1,1,1,round_and_front,29,1,0.4158112108707428,0.011425415985286236
4254,ø,L,g,øg-L,1,1,1,round_and_front,29,1,0.47867053747177124,0.004857152700424194
4255,ɯ,L,g,ɯg-L,0,0,1,round_and_front,29,1,0.7060397863388062,0.013178248889744282
4256,i,H,d,id-H,1,0,1,round_and_front,29,1,0.25831708312034607,0.017891377210617065
4257,a,H,d,ad-H,0,0,0,round_and_front,29,1,0.6650882363319397,0.02523561380803585
4258,e,H,d,ed-H,1,0,0,round_and_front,29,1,0.34716543555259705,0.013987491838634014
4259,o,H,d,od-H,0,1,1,round_and_front,29,1,0.5199527144432068,0.04056994244456291
4260,u,H,d,ud-H,0,1,1,round_and_front,29,1,0.5877065658569336,0.04430469870567322
4261,y,H,d,yd-H,1,1,1,round_and_front,29,1,0.4060009717941284,0.02524048089981079
4262,ø,H,d,ød-H,1,1,1,round_and_front,29,1,0.4640072286128998,0.024643143638968468
4263,ɯ,H,d,ɯd-H,0,0,1,round_and_front,29,1,0.39249032735824585,0.025682171806693077
4264,i,L,d,id-L,1,0,1,round_and_front,29,1,0.27688780426979065,0.017268279567360878
4265,a,L,d,ad-L,0,0,0,round_and_front,29,1,0.5977570414543152,0.02542952634394169
4266,e,L,d,ed-L,1,0,0,round_and_front,29,1,0.3690430521965027,0.01765379309654236
4267,o,L,d,od-L,0,1,1,round_and_front,29,1,0.5206871628761292,0.02744247578084469
4268,u,L,d,ud-L,0,1,1,round_and_front,29,1,0.595552384853363,0.03039180301129818
4269,y,L,d,yd-L,1,1,1,round_and_front,29,1,0.42319783568382263,0.017400601878762245
4270,ø,L,d,ød-L,1,1,1,round_and_front,29,1,0.4901975989341736,0.018871942535042763
4271,ɯ,L,d,ɯd-L,0,0,1,round_and_front,29,1,0.3682331144809723,0.02474311925470829
4272,i,H,b,ib-H,1,0,1,round_and_front,30,1,0.8016408085823059,0.010683913715183735
4273,a,H,b,ab-H,0,0,0,round_and_front,30,1,0.8735215663909912,0.03781324625015259
4274,e,H,b,eb-H,1,0,0,round_and_front,30,1,0.7580031156539917,0.024120688438415527
4275,o,H,b,ob-H,0,1,1,round_and_front,30,1,0.52509605884552,0.0625872015953064
4276,u,H,b,ub-H,0,1,1,round_and_front,30,1,0.5405113697052002,0.06405091285705566
4277,y,H,b,yb-H,1,1,1,round_and_front,30,1,0.4934521019458771,0.05362427234649658
4278,ø,H,b,øb-H,1,1,1,round_and_front,30,1,0.5744839310646057,0.05413001775741577
4279,ɯ,H,b,ɯb-H,0,0,1,round_and_front,30,1,0.8412314653396606,0.011556069366633892
4280,i,L,b,ib-L,1,0,1,round_and_front,30,1,0.8013796210289001,0.010149975307285786
4281,a,L,b,ab-L,0,0,0,round_and_front,30,1,0.8650208711624146,0.028526028618216515
4282,e,L,b,eb-L,1,0,0,round_and_front,30,1,0.7561865448951721,0.015584726817905903
4283,o,L,b,ob-L,0,1,1,round_and_front,30,1,0.49974414706230164,0.03174780681729317
4284,u,L,b,ub-L,0,1,1,round_and_front,30,1,0.5092802047729492,0.024657348170876503
4285,y,L,b,yb-L,1,1,1,round_and_front,30,1,0.480448842048645,0.021740972995758057
4286,ø,L,b,øb-L,1,1,1,round_and_front,30,1,0.566912055015564,0.03433079645037651
4287,ɯ,L,b,ɯb-L,0,0,1,round_and_front,30,1,0.828616738319397,0.018555233255028725
4288,i,H,g,ig-H,1,0,1,round_and_front,30,1,0.7284422516822815,0.031705062836408615
4289,a,H,g,ag-H,0,0,0,round_and_front,30,1,0.9933454990386963,0.031024834141135216
4290,e,H,g,eg-H,1,0,0,round_and_front,30,1,0.8079950213432312,0.028317809104919434
4291,o,H,g,og-H,0,1,1,round_and_front,30,1,0.8039613962173462,0.03396528959274292
4292,u,H,g,ug-H,0,1,1,round_and_front,30,1,0.7216352224349976,0.02424672245979309
4293,y,H,g,yg-H,1,1,1,round_and_front,30,1,0.7072087526321411,0.01751602627336979
4294,ø,H,g,øg-H,1,1,1,round_and_front,30,1,0.756232500076294,0.01920352317392826
4295,ɯ,H,g,ɯg-H,0,0,1,round_and_front,30,1,0.6458412408828735,0.03344957157969475
4296,i,L,g,ig-L,1,0,1,round_and_front,30,1,0.6936931610107422,0.03665424510836601
4297,a,L,g,ag-L,0,0,0,round_and_front,30,1,0.9962430596351624,0.025763968005776405
4298,e,L,g,eg-L,1,0,0,round_and_front,30,1,0.7942126393318176,0.02297818660736084
4299,o,L,g,og-L,0,1,1,round_and_front,30,1,0.7854214906692505,0.02463688515126705
4300,u,L,g,ug-L,0,1,1,round_and_front,30,1,0.6905291080474854,0.01661713980138302
4301,y,L,g,yg-L,1,1,1,round_and_front,30,1,0.6857832074165344,0.014263361692428589
4302,ø,L,g,øg-L,1,1,1,round_and_front,30,1,0.7511768341064453,0.011977940797805786
4303,ɯ,L,g,ɯg-L,0,0,1,round_and_front,30,1,0.6035746335983276,0.030801722779870033
4304,i,H,d,id-H,1,0,1,round_and_front,30,1,0.441725492477417,0.04210515692830086
4305,a,H,d,ad-H,0,0,0,round_and_front,30,1,0.8288470506668091,0.02646217681467533
4306,e,H,d,ed-H,1,0,0,round_and_front,30,1,0.5643579363822937,0.030573328956961632
4307,o,H,d,od-H,0,1,1,round_and_front,30,1,0.43657785654067993,0.012686997652053833
4308,u,H,d,ud-H,0,1,1,round_and_front,30,1,0.40130364894866943,0.010468791238963604
4309,y,H,d,yd-H,1,1,1,round_and_front,30,1,0.4422440528869629,0.013472795486450195
4310,ø,H,d,ød-H,1,1,1,round_and_front,30,1,0.49777236580848694,0.01368973683565855
4311,ɯ,H,d,ɯd-H,0,0,1,round_and_front,30,1,0.37779471278190613,0.029991209506988525
4312,i,L,d,id-L,1,0,1,round_and_front,30,1,0.40414100885391235,0.04234049841761589
4313,a,L,d,ad-L,0,0,0,round_and_front,30,1,0.7978689074516296,0.03403061628341675
4314,e,L,d,ed-L,1,0,0,round_and_front,30,1,0.5224151015281677,0.03293904662132263
4315,o,L,d,od-L,0,1,1,round_and_front,30,1,0.4061391353607178,0.028626153245568275
4316,u,L,d,ud-L,0,1,1,round_and_front,30,1,0.36160609126091003,0.018820345401763916
4317,y,L,d,yd-L,1,1,1,round_and_front,30,1,0.43686380982398987,0.008852005004882812
4318,ø,L,d,ød-L,1,1,1,round_and_front,30,1,0.494670569896698,0.003776331664994359
4319,ɯ,L,d,ɯd-L,0,0,1,round_and_front,30,1,0.30481016635894775,0.028941860422492027
4320,i,H,b,ib-H,1,0,1,round_and_front,31,1,1.075960636138916,0.0171631071716547
4321,a,H,b,ab-H,0,0,0,round_and_front,31,1,0.9294235706329346,0.031196853145956993
4322,e,H,b,eb-H,1,0,0,round_and_front,31,1,1.0214649438858032,0.02010987140238285
4323,o,H,b,ob-H,0,1,1,round_and_front,31,1,0.6735476851463318,0.0554545521736145
4324,u,H,b,ub-H,0,1,1,round_and_front,31,1,0.6740618348121643,0.06023063138127327
4325,y,H,b,yb-H,1,1,1,round_and_front,31,1,0.8618552088737488,0.06310813874006271
4326,ø,H,b,øb-H,1,1,1,round_and_front,31,1,0.8514814972877502,0.06068484112620354
4327,ɯ,H,b,ɯb-H,0,0,1,round_and_front,31,1,1.158669352531433,0.015763958916068077
4328,i,L,b,ib-L,1,0,1,round_and_front,31,1,1.0753672122955322,0.02456146478652954
4329,a,L,b,ab-L,0,0,0,round_and_front,31,1,0.9077560305595398,0.018281280994415283
4330,e,L,b,eb-L,1,0,0,round_and_front,31,1,1.0214589834213257,0.017406970262527466
4331,o,L,b,ob-L,0,1,1,round_and_front,31,1,0.6649707555770874,0.04620974138379097
4332,u,L,b,ub-L,0,1,1,round_and_front,31,1,0.6637865900993347,0.038744520395994186
4333,y,L,b,yb-L,1,1,1,round_and_front,31,1,0.861316442489624,0.04097120836377144
4334,ø,L,b,øb-L,1,1,1,round_and_front,31,1,0.8500744104385376,0.06069992855191231
4335,ɯ,L,b,ɯb-L,0,0,1,round_and_front,31,1,1.147519826889038,0.014420022256672382
4336,i,H,g,ig-H,1,0,1,round_and_front,31,1,0.4368933141231537,0.006325294729322195
4337,a,H,g,ag-H,0,0,0,round_and_front,31,1,0.7976237535476685,0.023944178596138954
4338,e,H,g,eg-H,1,0,0,round_and_front,31,1,0.6715295910835266,0.004838446620851755
4339,o,H,g,og-H,0,1,1,round_and_front,31,1,0.5009117126464844,0.03871968388557434
4340,u,H,g,ug-H,0,1,1,round_and_front,31,1,0.4093601703643799,0.027998516336083412
4341,y,H,g,yg-H,1,1,1,round_and_front,31,1,0.6578348875045776,0.013586342334747314
4342,ø,H,g,øg-H,1,1,1,round_and_front,31,1,0.7376180291175842,0.020358571782708168
4343,ɯ,H,g,ɯg-H,0,0,1,round_and_front,31,1,0.4453238248825073,0.019126346334815025
4344,i,L,g,ig-L,1,0,1,round_and_front,31,1,0.44788339734077454,0.016000738367438316
4345,a,L,g,ag-L,0,0,0,round_and_front,31,1,0.8060197830200195,0.017080703750252724
4346,e,L,g,eg-L,1,0,0,round_and_front,31,1,0.6832237839698792,0.014910061843693256
4347,o,L,g,og-L,0,1,1,round_and_front,31,1,0.5083246231079102,0.014766504056751728
4348,u,L,g,ug-L,0,1,1,round_and_front,31,1,0.4181087911128998,0.00285233068279922
4349,y,L,g,yg-L,1,1,1,round_and_front,31,1,0.6653709411621094,0.022377142682671547
4350,ø,L,g,øg-L,1,1,1,round_and_front,31,1,0.743250846862793,0.014339138753712177
4351,ɯ,L,g,ɯg-L,0,0,1,round_and_front,31,1,0.45250698924064636,0.005560348276048899
4352,i,H,d,id-H,1,0,1,round_and_front,31,1,0.2668619453907013,0.015097896568477154
4353,a,H,d,ad-H,0,0,0,round_and_front,31,1,0.38334187865257263,0.033402662724256516
4354,e,H,d,ed-H,1,0,0,round_and_front,31,1,0.41837745904922485,0.014538208954036236
4355,o,H,d,od-H,0,1,1,round_and_front,31,1,0.24687330424785614,0.034966785460710526
4356,u,H,d,ud-H,0,1,1,round_and_front,31,1,0.2707861065864563,0.012354572303593159
4357,y,H,d,yd-H,1,1,1,round_and_front,31,1,0.3996168076992035,0.027574628591537476
4358,ø,H,d,ød-H,1,1,1,round_and_front,31,1,0.420632928609848,0.026466229930520058
4359,ɯ,H,d,ɯd-H,0,0,1,round_and_front,31,1,0.12182343751192093,0.014893691055476665
4360,i,L,d,id-L,1,0,1,round_and_front,31,1,0.2701622247695923,0.023435870185494423
4361,a,L,d,ad-L,0,0,0,round_and_front,31,1,0.36437931656837463,0.021127840504050255
4362,e,L,d,ed-L,1,0,0,round_and_front,31,1,0.41880834102630615,0.009621272794902325
4363,o,L,d,od-L,0,1,1,round_and_front,31,1,0.2508423626422882,0.00761366868391633
4364,u,L,d,ud-L,0,1,1,round_and_front,31,1,0.275826096534729,0.02541554905474186
4365,y,L,d,yd-L,1,1,1,round_and_front,31,1,0.402993768453598,0.010156691074371338
4366,ø,L,d,ød-L,1,1,1,round_and_front,31,1,0.42680832743644714,0.0017672479152679443
4367,ɯ,L,d,ɯd-L,0,0,1,round_and_front,31,1,0.12659968435764313,0.03586370870471001
4368,i,H,b,ib-H,1,0,1,round_and_front,32,1,0.9362697005271912,0.012102574110031128
4369,a,H,b,ab-H,0,0,0,round_and_front,32,1,1.1906193494796753,0.05143652483820915
4370,e,H,b,eb-H,1,0,0,round_and_front,32,1,0.9939927458763123,0.02267998456954956
4371,o,H,b,ob-H,0,1,1,round_and_front,32,1,0.846371054649353,0.054744768887758255
4372,u,H,b,ub-H,0,1,1,round_and_front,32,1,0.8591604232788086,0.05130508542060852
4373,y,H,b,yb-H,1,1,1,round_and_front,32,1,0.7028080224990845,0.0570363886654377
4374,ø,H,b,øb-H,1,1,1,round_and_front,32,1,0.7982674837112427,0.0519331693649292
4375,ɯ,H,b,ɯb-H,0,0,1,round_and_front,32,1,1.0439908504486084,0.03207128122448921
4376,i,L,b,ib-L,1,0,1,round_and_front,32,1,0.9071654677391052,0.03677685186266899
4377,a,L,b,ab-L,0,0,0,round_and_front,32,1,1.1658780574798584,0.022741973400115967
4378,e,L,b,eb-L,1,0,0,round_and_front,32,1,0.9765228629112244,0.02137034200131893
4379,o,L,b,ob-L,0,1,1,round_and_front,32,1,0.8023917078971863,0.025775035843253136
4380,u,L,b,ub-L,0,1,1,round_and_front,32,1,0.8262159824371338,0.019935837015509605
4381,y,L,b,yb-L,1,1,1,round_and_front,32,1,0.6707853078842163,0.020723044872283936
4382,ø,L,b,øb-L,1,1,1,round_and_front,32,1,0.7608892917633057,0.033855538815259933
4383,ɯ,L,b,ɯb-L,0,0,1,round_and_front,32,1,1.0177278518676758,0.03281237557530403
4384,i,H,g,ig-H,1,0,1,round_and_front,32,1,0.5852910876274109,0.013319800607860088
4385,a,H,g,ag-H,0,0,0,round_and_front,32,1,1.3205811977386475,0.03019062615931034
4386,e,H,g,eg-H,1,0,0,round_and_front,32,1,0.9240444898605347,0.023454785346984863
4387,o,H,g,og-H,0,1,1,round_and_front,32,1,0.8640760779380798,0.015160133130848408
4388,u,H,g,ug-H,0,1,1,round_and_front,32,1,0.7550696134567261,0.012155015952885151
4389,y,H,g,yg-H,1,1,1,round_and_front,32,1,0.7433969974517822,0.020108303055167198
4390,ø,H,g,øg-H,1,1,1,round_and_front,32,1,0.8282524943351746,0.03177688643336296
4391,ɯ,H,g,ɯg-H,0,0,1,round_and_front,32,1,0.697293758392334,0.016312023624777794
4392,i,L,g,ig-L,1,0,1,round_and_front,32,1,0.5186732411384583,0.04795064404606819
4393,a,L,g,ag-L,0,0,0,round_and_front,32,1,1.218324065208435,0.03084232471883297
4394,e,L,g,eg-L,1,0,0,round_and_front,32,1,0.8697991371154785,0.018130699172616005
4395,o,L,g,og-L,0,1,1,round_and_front,32,1,0.7754179239273071,0.03497116640210152
4396,u,L,g,ug-L,0,1,1,round_and_front,32,1,0.6674738526344299,0.022035619243979454
4397,y,L,g,yg-L,1,1,1,round_and_front,32,1,0.6888041496276855,0.023891517892479897
4398,ø,L,g,øg-L,1,1,1,round_and_front,32,1,0.7733257412910461,0.028146684169769287
4399,ɯ,L,g,ɯg-L,0,0,1,round_and_front,32,1,0.5861623883247375,0.015515406616032124
4400,i,H,d,id-H,1,0,1,round_and_front,32,1,0.32980677485466003,0.014212697744369507
4401,a,H,d,ad-H,0,0,0,round_and_front,32,1,1.185725212097168,0.039405424147844315
4402,e,H,d,ed-H,1,0,0,round_and_front,32,1,0.7790675163269043,0.028633812442421913
4403,o,H,d,od-H,0,1,1,round_and_front,32,1,0.5536423325538635,0.02487480640411377
4404,u,H,d,ud-H,0,1,1,round_and_front,32,1,0.398518830537796,0.028407296165823936
4405,y,H,d,yd-H,1,1,1,round_and_front,32,1,0.5419897437095642,0.05971425771713257
4406,ø,H,d,ød-H,1,1,1,round_and_front,32,1,0.5146524310112,0.06512852758169174
4407,ɯ,H,d,ɯd-H,0,0,1,round_and_front,32,1,0.30327561497688293,0.012918869964778423
4408,i,L,d,id-L,1,0,1,round_and_front,32,1,0.27342939376831055,0.04004192352294922
4409,a,L,d,ad-L,0,0,0,round_and_front,32,1,1.103220820426941,0.021919429302215576
4410,e,L,d,ed-L,1,0,0,round_and_front,32,1,0.7159952521324158,0.044390756636857986
4411,o,L,d,od-L,0,1,1,round_and_front,32,1,0.4967288374900818,0.02870393730700016
4412,u,L,d,ud-L,0,1,1,round_and_front,32,1,0.3490271270275116,0.03596373274922371
4413,y,L,d,yd-L,1,1,1,round_and_front,32,1,0.5330361723899841,0.05030864477157593
4414,ø,L,d,ød-L,1,1,1,round_and_front,32,1,0.49998629093170166,0.04457299783825874
4415,ɯ,L,d,ɯd-L,0,0,1,round_and_front,32,1,0.2075686901807785,0.013007283210754395
4416,i,H,b,ib-H,1,0,1,round_and_front,33,1,0.9995203018188477,0.030031204223632812
4417,a,H,b,ab-H,0,0,0,round_and_front,33,1,1.0486726760864258,0.04108448699116707
4418,e,H,b,eb-H,1,0,0,round_and_front,33,1,1.0051707029342651,0.03057231567800045
4419,o,H,b,ob-H,0,1,1,round_and_front,33,1,0.8711482882499695,0.046773891896009445
4420,u,H,b,ub-H,0,1,1,round_and_front,33,1,0.9264865517616272,0.03957083821296692
4421,y,H,b,yb-H,1,1,1,round_and_front,33,1,0.8376291394233704,0.050017595291137695
4422,ø,H,b,øb-H,1,1,1,round_and_front,33,1,0.8313672542572021,0.058364033699035645
4423,ɯ,H,b,ɯb-H,0,0,1,round_and_front,33,1,1.1011760234832764,0.021546989679336548
4424,i,L,b,ib-L,1,0,1,round_and_front,33,1,1.0041428804397583,0.024115363135933876
4425,a,L,b,ab-L,0,0,0,round_and_front,33,1,1.046314001083374,0.029287198558449745
4426,e,L,b,eb-L,1,0,0,round_and_front,33,1,1.0095863342285156,0.028829753398895264
4427,o,L,b,ob-L,0,1,1,round_and_front,33,1,0.8622288703918457,0.03599243238568306
4428,u,L,b,ub-L,0,1,1,round_and_front,33,1,0.9147425293922424,0.034474927932024
4429,y,L,b,yb-L,1,1,1,round_and_front,33,1,0.8429356217384338,0.040434371680021286
4430,ø,L,b,øb-L,1,1,1,round_and_front,33,1,0.8348249793052673,0.051631826907396317
4431,ɯ,L,b,ɯb-L,0,0,1,round_and_front,33,1,1.0993001461029053,0.017119040712714195
4432,i,H,g,ig-H,1,0,1,round_and_front,33,1,0.6264631152153015,0.009657353162765503
4433,a,H,g,ag-H,0,0,0,round_and_front,33,1,1.0561063289642334,0.010624051094055176
4434,e,H,g,eg-H,1,0,0,round_and_front,33,1,0.8732031583786011,0.012941877357661724
4435,o,H,g,og-H,0,1,1,round_and_front,33,1,0.8296722769737244,0.020889559760689735
4436,u,H,g,ug-H,0,1,1,round_and_front,33,1,0.7455697655677795,0.006883293390274048
4437,y,H,g,yg-H,1,1,1,round_and_front,33,1,0.7189165353775024,0.025439074262976646
4438,ø,H,g,øg-H,1,1,1,round_and_front,33,1,0.7571094036102295,0.026609620079398155
4439,ɯ,H,g,ɯg-H,0,0,1,round_and_front,33,1,0.706847608089447,0.008325706236064434
4440,i,L,g,ig-L,1,0,1,round_and_front,33,1,0.6608083248138428,0.023914536461234093
4441,a,L,g,ag-L,0,0,0,round_and_front,33,1,1.0906870365142822,0.028920253738760948
4442,e,L,g,eg-L,1,0,0,round_and_front,33,1,0.913942813873291,0.008610229007899761
4443,o,L,g,og-L,0,1,1,round_and_front,33,1,0.8411564826965332,0.021257003769278526
4444,u,L,g,ug-L,0,1,1,round_and_front,33,1,0.7494041919708252,0.01576094888150692
4445,y,L,g,yg-L,1,1,1,round_and_front,33,1,0.7300733923912048,0.025181571021676064
4446,ø,L,g,øg-L,1,1,1,round_and_front,33,1,0.7672467827796936,0.024866819381713867
4447,ɯ,L,g,ɯg-L,0,0,1,round_and_front,33,1,0.7301130890846252,0.031085411086678505
4448,i,H,d,id-H,1,0,1,round_and_front,33,1,0.4581584632396698,0.014488309621810913
4449,a,H,d,ad-H,0,0,0,round_and_front,33,1,0.5985057950019836,0.010070781223475933
4450,e,H,d,ed-H,1,0,0,round_and_front,33,1,0.6007915139198303,0.008591443300247192
4451,o,H,d,od-H,0,1,1,round_and_front,33,1,0.5670766234397888,0.015204846858978271
4452,u,H,d,ud-H,0,1,1,round_and_front,33,1,0.6265796422958374,0.018899520859122276
4453,y,H,d,yd-H,1,1,1,round_and_front,33,1,0.6047859787940979,0.020596077665686607
4454,ø,H,d,ød-H,1,1,1,round_and_front,33,1,0.6061896681785583,0.025059541687369347
4455,ɯ,H,d,ɯd-H,0,0,1,round_and_front,33,1,0.4687684178352356,0.016189495101571083
4456,i,L,d,id-L,1,0,1,round_and_front,33,1,0.47198083996772766,0.03125728294253349
4457,a,L,d,ad-L,0,0,0,round_and_front,33,1,0.588888943195343,0.012278378009796143
4458,e,L,d,ed-L,1,0,0,round_and_front,33,1,0.6214275360107422,0.01463488768786192
4459,o,L,d,od-L,0,1,1,round_and_front,33,1,0.5390176773071289,0.04016922041773796
4460,u,L,d,ud-L,0,1,1,round_and_front,33,1,0.5806153416633606,0.044763874262571335
4461,y,L,d,yd-L,1,1,1,round_and_front,33,1,0.6053771376609802,0.03416202589869499
4462,ø,L,d,ød-L,1,1,1,round_and_front,33,1,0.6168534755706787,0.028912454843521118
4463,ɯ,L,d,ɯd-L,0,0,1,round_and_front,33,1,0.42813122272491455,0.038195330649614334
4464,i,H,b,ib-H,1,0,1,round_and_front,34,1,1.1471452713012695,0.011806626804172993
4465,a,H,b,ab-H,0,0,0,round_and_front,34,1,1.2438846826553345,0.04077700898051262
4466,e,H,b,eb-H,1,0,0,round_and_front,34,1,1.0957955121994019,0.030773142352700233
4467,o,H,b,ob-H,0,1,1,round_and_front,34,1,0.9697173833847046,0.05409477278590202
4468,u,H,b,ub-H,0,1,1,round_and_front,34,1,1.0609102249145508,0.048386335372924805
4469,y,H,b,yb-H,1,1,1,round_and_front,34,1,0.8979310989379883,0.04500748589634895
4470,ø,H,b,øb-H,1,1,1,round_and_front,34,1,0.8813109397888184,0.06396913528442383
4471,ɯ,H,b,ɯb-H,0,0,1,round_and_front,34,1,1.2420682907104492,0.004550417419523001
4472,i,L,b,ib-L,1,0,1,round_and_front,34,1,1.132431983947754,0.020572543144226074
4473,a,L,b,ab-L,0,0,0,round_and_front,34,1,1.2192555665969849,0.04007309675216675
4474,e,L,b,eb-L,1,0,0,round_and_front,34,1,1.083370327949524,0.02657184936106205
4475,o,L,b,ob-L,0,1,1,round_and_front,34,1,0.9455015063285828,0.03613455221056938
4476,u,L,b,ub-L,0,1,1,round_and_front,34,1,1.0412192344665527,0.02778773568570614
4477,y,L,b,yb-L,1,1,1,round_and_front,34,1,0.8824800848960876,0.02396310307085514
4478,ø,L,b,øb-L,1,1,1,round_and_front,34,1,0.8638669848442078,0.043486107140779495
4479,ɯ,L,b,ɯb-L,0,0,1,round_and_front,34,1,1.2171233892440796,0.00883173942565918
4480,i,H,g,ig-H,1,0,1,round_and_front,34,1,0.6765055060386658,0.018362781032919884
4481,a,H,g,ag-H,0,0,0,round_and_front,34,1,1.239368200302124,0.058199185878038406
4482,e,H,g,eg-H,1,0,0,round_and_front,34,1,1.004267930984497,0.012681464664638042
4483,o,H,g,og-H,0,1,1,round_and_front,34,1,0.9091949462890625,0.027868330478668213
4484,u,H,g,ug-H,0,1,1,round_and_front,34,1,0.826125979423523,0.017185261473059654
4485,y,H,g,yg-H,1,1,1,round_and_front,34,1,0.7854624390602112,0.02805025316774845
4486,ø,H,g,øg-H,1,1,1,round_and_front,34,1,0.8398261070251465,0.03258165717124939
4487,ɯ,H,g,ɯg-H,0,0,1,round_and_front,34,1,0.6778480410575867,0.015079259872436523
4488,i,L,g,ig-L,1,0,1,round_and_front,34,1,0.6286826729774475,0.021420598030090332
4489,a,L,g,ag-L,0,0,0,round_and_front,34,1,1.1909345388412476,0.06362805515527725
4490,e,L,g,eg-L,1,0,0,round_and_front,34,1,0.9817721843719482,0.017421403899788857
